id,name,lat,lon
356,K Roosa,,
357,R Luo,,
358,A Kirpich,,
359,R Rothenberg,,
360,J M Hyman,,
361,P Yan,,
362,G Chowell,,
363,H Sjödin,,
364,J Rocklöv,,
365,A Wilder-Smith,,
366,Alex R Cook,,
367,Joel R Koo,,
368,Minah Park,,
369,Yinxiaohe Sun,,
370,Haoyang Sun,,
371,Jue Tao Lim,,
372,Clarence Tam,,
373,Borame L Dickens,,
374,Tamás Tekeli,,
375,Péter Boldog,,
376,Zsolt Vizi,,
377,Attila Dénes,,
378,Ferenc A Bartha,,
379,Gergely Röst,,
380,Quanhui Liu,,
381,Tao Zhou,,
382,Zimo Yang,,
383,Jingyi Liao,,
384,Kexin Yang,,
385,Wei Bai,,
386,Xin Lu,,
387,Wei Zhang,,
388,Christian L Althaus,,
389,Julien Riou,,
390,Kathy Leung,,
391,Joseph T Wu,,
392,Di Liu,,
393,Tarun Bhatnagar,,
394,Sandip Mandal,,
395,Nimalan Arinaminpathy,,
396,Anup Agarwal,,
397,Amartya Chowdhury,,
398,Manoj Murhekar,,
399,Raman R Gangakhedkar,,
400,Swarup Sarkar,,
401,Fangli Qiao,,
402,Norden E Huang,,
403,Yen Ting Lin,,
404,Steven Sanche,,
405,Chonggang Xu,,
406,Ethan Romero-Severson,,
407,Nick Hengartner,,
408,Ruian Ke,,
409,Rao ASRS.,,
410,Krantz SG,,
411,David N Fisman,,
412,Ashleigh R Tuite,,
413,Amy L Greer,,
414,Chad R Wells,,
415,Affan Shoukat,,
416,Joanne M Langley,,
417,Burton H Singer,,
418,Alison P Galvani,,
419,Seyed M Moghadas,,
420,Qiaoyi Pan,,
421,Ganyu Huang,,
422,Shuangying Zhao,,
423,Yucen Gao,,
424,Xiaofeng Gao,,
425,Sijia Li,,
426,Kun Song,,
427,Boran Yang,,
428,Zhao J,,
429,Liu C,,
430,Liu G,,
431,Gao Y,,
432,Gao X.,,
433,Zhao S,,
434,Zhuang Z,,
435,Lin Q,,
436,Cao P,,
437,Lou Y,,
438,Yang L,,
439,Yang S,,
440,He D,,
441,Xiao L.,,
442,Dan Weng,,
443,Tingzhe Sun,,
444,Nv-Wei Cao,,
445,Bao-Zhu Li,,
446,Hao-Yue Zhou,,
447,Xiu-Jie Chu,,
448,Dong-Qing Ye,,
449,Enrico Bertuzzo,,
450,Marino Gatto,,
451,Lorenzo Mari,,
452,Stefano Miccoli,,
453,Luca Carraro,,
454,Renato Casagrandi,,
455,Andrea Rinaldo,,
456,Sina Shaffiee Haghshenas,,
457,Behrouz Pirouz,,
458,Behzad Pirouz,,
459,Sami Shaffiee Haghshenas,,
460,Patrizia Piro,,
461,Franco Blanchini,,
462,Giulia Giordano,,
463,Raffaele Bruno,,
464,Patrizio Colaneri,,
465,Alessandro Di Filippo,,
466,Angela Di Matteo,,
467,Marta Colaneri,,
468,Kumar S,,
469,Tiwari S,,
470,Guleria K.,,
471,Renjun Ma,,
472,Xiaolei Zhang,,
473,Lin Wang,,
474,René Glawion,,
475,Jean Roch Donsimoni,,
476,Bodo Plachter,,
477,Klaus Wälde,,
478,Aris Christodoulou,,
479,Panayotis Christidis,,
480,Yadong Zhao,,
481,Yueling Ma,,
482,Jiangtao Liu,,
483,Xiaotao He,,
484,Bo Wang,,
485,Shihua Fu,,
486,Jun Yan,,
487,Jingping Niu,,
488,Ji Zhou,,
489,Bin Luo,,
490,Yongjian Zhu,,
491,Jingui Xie,,
492,Ramesh K Vishwakarma,,
493,Vivek Verma,,
494,Anita Verma,,
495,Dilip C Nath,,
496,Hafiz T A Khan,,
497,Peihua Feng,,
498,Shengli Cao,,
499,Pengpeng Shi,,
500,M Peyre,,
501,S Mangiarotti,,
502,Y Zhang,,
503,M Huc,,
504,F Roger,,
505,Y Kerr,,
506,Sheikh Taslim Ali,,
507,Sukhyun Ryu,,
